Type,Valuation Technique,"Significant
unobservable
Inputs","Inter-
relationship
between
significant
unobservable
inputs
and fair value
measurement"
Derivative instruments,"Forward pricing: The fair value is determined using quoted forward
exchange rates at the reporting date and present value calculations
based on high credit quality yield curves in the respective currency.",Not applicable,Not applicable
