Year end outstanding balances,"As at June 30,
2025","As at March 31,
2025","As at March 31,
2024","As at March 31,
2023"
"Waterloo Motors - Partnership Firm (Payable)
KSH Distiparks Pvt Ltd (Payable)
Kushal Electricals - Partnership Firm (Payable)
Amounts payable to KMP
Amounts receivable from KMP","-
0.44
0.09
10.96
-","0.09
0.17
0.03
9.93
-","0.01
0.09
0.01
4.17
1.13","-
0.54
0.02
4.23
0.00*"
