Particulars,"As at June 30, 2025","As at March 31,
2025","As at March 31,
2024","As at March 31,
2023"
"(i) Principal amount remaining unpaid to any supplier as at the end of the accounting year
(ii) Interest due thereon remaining unpaid to any supplier as at the end of the accounting year
(iii) The amount of interest paid along with the amounts of the payment made to the supplier
(iv) The amount of interest due and payable for the year
(v) The amount of interest accrued and remaining unpaid at the end of the accounting year
(vi) The amount of further interest due and payable even in the succeeding year, until such date
when the interest dues as above are actually paid","36.56
-
-
-
-
-","35.34
-
-
-
-
-","30.41
-
-
-
-
-","31.25
-
-
-
-
-"
