,"Fair value
through other
comprehensive
income (FVOCI)","Assets that are
held for collection
of contractual
cash flows and for
selling the
financial assets,
where contractual
terms give rise on
specified dates to
cash flows that are
solely payments
of principal and
interest on
principal amount
outstanding, are
measured at
FVOCI.","At fair value plus
transaction costs
that are directly
attributable to the
acquisition of the
financial asset","Changes in carrying value
of such instruments are
recorded in OCI except for
impairment losses, interest
income (including
transaction cost and
discounts or premium on
amortization) and foreign
exchange gain / loss which
is recognized in restated
consolidated statement of
profit and loss
Interest income, transaction
cost and discount or
premium on acquisition are
recognized in the restated
consolidated statement of
profit and loss (finance
income) using effective
interest rate method.
On derecognition of the
financial assets measured at
FVOCI, the cumulative
gain or loss previously
recognized in OCI is
classified from Equity to
restated consolidated
statement of profit and loss
in other gain and loss head."
,"Fair value
through profit
and loss
(FVTPL)","Assets that do not
meet the criteria
for amortized cost
or FVOCI are
measured at fair
value through
profit and loss.","At fair value.
Transaction costs
of financial assets
expensed to
restated
consolidated
statement of
profit and loss","Any gain or loss on a debt
instrument that is
subsequently measured at
fair value through profit and
loss and is not part of a
hedging relationship is
recognized in profit and
loss in the period in which
it arises.
Changes in fair value of
such assets are recorded in
restated consolidated
statement of profit and loss
as other gains / (losses) in
the period in which it arises.
Interest income from these
financial assets is included
in the finance income."
"Equity
instruments",FVOCI,"The Group’s
management has
made an
irrevocable","At fair value plus
transaction costs
that are directly
attributable to the","Changes in fair value of
such instruments are
recorded in OCI.
On disposal of such"
