"Type of
instruments",Classification,"Rationale for
classification","Initial
measurement",Subsequent measurement
"Debt
instruments",Amortized cost,"Assets that are
held for collection
of contractual
cash flows where
those cash flows
represent solely
payments of
principal and
interest on
principal amount
outstanding are
measured at
amortized cost.","At fair value plus
transaction costs
that are directly
attributable to the
acquisition of the
financial asset","Amortized cost is
calculated using Effective
Interest Rate (EIR) method,
taking into account interest
income, transaction cost
and discount or premium on
acquisition. EIR
amortization is included in
finance income. Any gain
or loss on derecognition of
the financial instrument
measured at amortized cost
is recognised in restated
consolidated statement of
profit and loss."
