"As at September 30, 2025",,
Nos,WAEP,Nos
"2,495,688
12,478,440
4,098,175
(557,930)
-
24,755
(1,374,009)
14,669,431","1,239
248
1,007
613
-
186
180
452","2,496,131
90,800
(49,903)
-
525
(206,570)
2,330,983"
"6,447,781",208,"1,295,787"
