"Interest Income
- On Bank Deposits
- Others
Income from Investments
- Interest
- Dividend
Rent Income
Provision for Doubtful Debts Written Back
Net Gain on Sale of Property, Plant and Equipments
Net Gain on Financial Assets measured at FVTPL *
Exchange Differences (Net)
Miscellaneous Income","0 .85
0 .56
4 .35
2 .59
1 .47
-
0 .06
1 4.95
2 .04
0 .56","1.39
1.14
14.85
0.00
2.66
-
16.25
15.98
0.37
5.02","0.98
0.29
8.49
0.00
2.46
0.49
87.08
45.14
0.93
0.91","1.00
4.62
6.96
0.01
2.42
1.58
12.85
7.35
6.23
1.14",
,2 7.43,57.66,146.77,44.16,
