Depreciation expense of right-of-use assets (Refer Note 38),1.09,1.50,0.49,0.15
Interest Expenses on lease liabilities (Refer Note 37),0.68,0.92,0.24,-
Expense related to short-term leases (Refer Note 39),0.91,3 .33,3 .57,2 .91
Total,2 .68,5 .75,4 .30,3 .06
