"Interest on Financial Liabilities - Borrowing carried at amortised cost
Net Interest on net defined benefit liability
Interest cost on finance lease obligation (Refer Note 43)
Other Borrowing Costs","1 1.52
0 .00
0 .68
0 .17","17.81
0.01
0.92
13.46","15.23
0.01
0.24
25.05","29.92
-
-
26.09",
,1 2.37,32.20,40.53,56.01,
