"Salaries, Wages, Bonus & Allowances
Contribution to Provident & Other Funds
Defined Benefit Plan Expense (Refer Note 44)
Staff Welfare Expenses","6 1.62
2 .39
0 .74
2 .21","104.53
4.88
1.31
3.56","104.27
4.36
1.03
3.80","86.62
3.83
1.04
3.35",
,6 6.96,114.28,113.46,94.84,
