"Deferred Tax Assets
(Liabilities)",,,,,,,
"Property, Plant and
equipment",(215.26),( 14.20),-,-,( 229.46),-,( 229.46)
"Gain on Financial
Instruments at fair
value through profit
& loss",(3.24),( 12.36),-,-,( 15.60),-,( 15.60)
Leave Encashment,1 .61,0 .09,-,-,1 .70,1 .70,-
Bonus,1 .79,( 1.79),-,-,-,-,-
Gratuity,0 .36,( 0.36),-,-,-,-,-
"MAT Credit
Entitlement",87.00,-,-,( 17.58),6 9.42,6 9.42,-
"Unabsorbed
Depreciation",11.58,( 11.58),-,-,-,-,-
Others,1 .84,1 .77,0 .18,-,3 .79,3 .79,-
"Net Deferred Tax
Assets (Liabilities)",(114.32),( 38.43),0 .18,( 17.58),( 170.15),7 4.91,( 245.06)
