Particulars,Outstanding for following period from due date of payment,,,,,Total
,"< 6
months","6 months
to 1 year","1-2
years","2-3
years",> 3 years,
"30/Sep/2025
Undisputed trade receivables
considered good
Disputed trade receivables
considered good
31/Mar/2025
Undisputed trade receivables
considered good
Disputed trade receivables
considered good
31/Mar/2024
Undisputed trade receivables
considered good
Disputed trade receivables
considered good
31/Mar/2023
Undisputed trade receivables
considered good
Disputed trade receivables
considered good","683.36
-
546.50
-
314.29
0.37
266.85
0.75","90.08
-
64.73
-
19.71
2.42
8.88
9.10","46.85
1.51
39.60
3.15
28.00
9.88
1 1.27
2.85","31.15
4.42
22.95
10.94
9.61
2.74
5.31
4.83","38.53
47.16
35.11
49.23
29.57
58.42
62.39
57.61","889.97
53.09
708.89
63.32
401.18
73.82
354.69
75.14"
