Particulars,As at period,As at year ended,As at year ended,As at year ended
,ended 30,31 March 2025,31 March 2024,31 March 2023
,September 2025,,,
"Total no. of subsidiaries included in
the consolidated financial
statements*",3,3,1,1
Total Assets,10.69,3.51,1.96,0.10
