"Sr.
No.",From,To,Terms of arrangement,"Fixed/
Floating",Rate of interest,Tenure,Amount
68,"Clean Max Enviro Energy
Solutions Limited",Clean Max Uno Private Limited,"Principal - Repayment in one or more tranches, without anyprepayment premium, at anytime within the
availability period of 25 years.
Interest-1yearofMoratoriumperiodandduringthesameperiodtheinterestwillnotbecharged,Further,
from Year 2 onwards the Interest is payable subject to any of the conditions below:
a. Free Cash flows available
b. Approval of Senior Lender in case senior lender requires the same under their agreement or sanction letter.
Aninterestrateof10%p.awillbeappliedatsimpleinterestiftheloanispartiallyorfullyrepaidwithinthe
tenure",Fixed,"Year 1 - 0%
Year 2-6 -10%
Year 7-8 -11%
Year 9-25 -18%",25 years,40.00
69,"Clean Max Enviro Energy
Solutions Limited","Clean Max Nabia Private
Limited","Principal - Repayment in one or more tranches, without anyprepayment premium, at anytime within the
availability period of 25 years.
Interest-1yearofMoratoriumperiodandduringthesameperiodtheinterestwillnotbecharged,Further,
from Year 2 onwards the Interest is payable subject to any of the conditions below:
a. Free Cash flows available
b. Approval of Senior Lender in case senior lender requires the same under their agreement or sanction letter.
Aninterestrateof10%p.awillbeappliedatsimpleinterestiftheloanispartiallyorfullyrepaidwithinthe
tenure",Fixed,"Year 1 - 0%
Year 2-6 -10%
Year 7-8 -11%
Year 9-25 -18%",25 years,80.00
70,"Clean Max Enviro Energy
Solutions Limited","Clean Max Ruby Private
Limited","Principal - Repayment in one or more tranches, without anyprepayment premium, at anytime within the
availability period of 25 years.
Interest-1yearofMoratoriumperiodandduringthesameperiodtheinterestwillnotbecharged,Further,
from Year 2 onwards the Interest is payable subject to any of the conditions below:
a. Free Cash flows available
b. Approval of Senior Lender in case senior lender requires the same under their agreement or sanction letter.
Aninterestrateof10%p.awillbeappliedatsimpleinterestiftheloanispartiallyorfullyrepaidwithinthe
tenure",Fixed,"Year 1 - 0%
Year 2-6 -10%
Year 7-8 -11%
Year 9-25 -18%",25 years,700.00
71,"Clean Max Enviro Energy
Solutions Limited","Clean Max Ruby Private
Limited","Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Interest
ontheFacilitytotheLenderonanannualbasisontheLastBusinessDayoftherelevantyearorasmutually
agreedbetweentheParties(the""InterestPaymentDate"").Interestshallbenon-cumulativeinnatureandshall
bepaidbytheBorrowersubjecttoavailabilityofcashflowandapprovaloftheapplicableseniorlenderif
requiredbytheseniorlender.Innoeventshallthecompoundingofinterestorrepaymentamountbepermitted
under this Agreement.",Fixed,10%,20 years,50.00
