Summarised Statement of Profit and Loss,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the year ended
31st March, 2025","For the year ended
31st March, 2024","For the year ended
31st March, 2023"
"Total Income
Profit/(loss) for the period/year
Other Comprehensive Loss
Total Comprehensive Loss
Total Comprehensive Loss allocated to NCI","31.81
2.84
-
2.84
0.74","30.01
0.73
-
0.73
0.19","55.50
(5.59)
-
(5.59)
(1.45)","24.46
( 19.33)
-
( 19.33)
( 5.03)","-
-
-
-
-"
