Summarised Statement of Profit and Loss,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the year ended
31st March, 2025","For the year ended
31st March, 2024","For the year ended
31st March, 2023"
"Total Income
(Loss)/profit for the period/year
Other Comprehensive Loss
Total Comprehensive Loss
Total Comprehensive Loss allocated to NCI","57.75
( 43.79)
-
( 43.79)
( 11.39)","13.05
6.52
-
6.52
1.70","0 .68
(13.07)
-
(13.07)
(3.40)","-
( 15.74)
-
( 15.74)
( 4.09)","-
-
-
-
-"
