Foreign Currency,"As at 30th September, 2025",,"As at 30th September, 2024",,"As at 31st March, 2025",,"As at 31st March, 2024",,"As at 31st March, 2023",
,"Amount in
foreign currency
(in million)","Notional value
(Rs. in million)","Amount in foreign currency
(in million)","Notional value
(Rs. in million)","Amount in foreign
currency
(in million)","Notional value
(Rs. in million)","Amount in foreign
currency
(in million)","Notional value
(Rs. in million)","Amount in foreign currency
(in million)","Notional value
(Rs. in million)"
"Particulars of Derivatives
Forward cover to Purchase:
-USD",0.81,71.85,0.88,73.29,-,-,33.58,"2,798.57",37.52,"3,082.29"
