Summarised Statement of Profit and Loss,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the year ended
31st March, 2025","For the year ended
31st March, 2024","For the year ended
31st March, 2023"
"Total Income
(Loss)/Profit for the period/year
Other Comprehensive Loss
Total Comprehensive Loss
Total Comprehensive Loss allocated to NCI","355.72
( 36.23)
-
( 36.23)
(9.42)","339.64
48.45
-
48.45
12.60","576.39
(25.35)
(25.35)
(6.59)","2 74.02
( 79.02)
-
( 79.02)
( 20.55)","0 .05
(0.88)
-
(0.88)
(0.23)"
