Foreign Currency,"As at 30th September, 2025",,"As at 30th September, 2024",,"As at 31st March, 2025",,"As at 31st March, 2024",,"As at 31st March, 2023",
,"Amount in
foreign currency
(in million)","Notional value
(Rs. in million)","Amount in foreign currency
(in million)","Notional value
(Rs. in million)","Amount in foreign
currency
(in million)","Notional value
(Rs. in million)","Amount in foreign
currency
(in million)","Notional value
(Rs. in million)","Amount in foreign currency
(in million)","Notional value
(Rs. in million)"
"Receivables
Euro
-USD","0.16
1.07","16.31
94.97","0.21
1.01","19.77
8.42","-
0.79","-
67.36","-
1 .49","-
1 24.16","-
2 .83","-
2 32.57"
"Payables
-USD
-Euro","0.98
0^","87.28
0.05","0.06
-","4.80
-","0.18
0.01","15.35
0.87","0.38
-","3 1.40
-","3.16
-","2 59.50
-"
