Sr. No.,"Name of the
Company/LLP",Security,Rate of interest,Terms of repayment,"As at
30th September, 2025","As at
30th September, 2024","As at 31st March, 2025","As at 31st March, 2024","As at 31st March, 2023"
28,"Clean Max Bhoomi Private
Limited3","TheFacility(togetherwithallinterest,liquidateddamages,tees,costs,charges,expenses,andallotheramountsstipulatedandpayabletotheLender)pertainingtotheProjectshallbesecuredontheassetsaslistedbelowonanexclusivechargeinfavourofLender(s)/
security trustee, in a form and manner satisfactory to Lender:
 Exclusive charge by way of mortgage on all immovable assets (freehold / leasehold) of the Borrower, both present and future pertaining to the project;
Exclusivechargebywayofhypothecationoverallthetangiblemovableassets,includingmoveableplantandmachinery,windturbines,solarmodules,machineryspares,toolsandaccessories,furniture,fixtures,vehiclesandallothermoveableassetsoftheBorrower—
pertaining to the project, both present and future;
ExclusivechargeonallcurrentassetsoftheBorrowerrelatedtotheProjectincludingrevenuesandreceivables,thebookdebts,theoperatingcashflowsandallothercommissions,bothpresentandfuture;pertainingtotheproject—Exclusivechargeoverallaccountsof
theBorrower—includingtheDSRA,TrustandRetentionaccount(TRA),EscrowAccountandtheSub-Accounts(oranyaccountinsubstitutionthereof)thatmaybeopenedinaccordancewithTRA(saveandexcepttheDistributionAccount),oranyoftheother
Project Documents and all funds from time to time deposited therein; the Receivables and all Permitted Investments or other securities;
 Exclusive charge by way of hypothecation, on all intangible assets of the Borrower including but not Ltd. to goodwill and undertaking both present and future;
 Exclusive charge by way of pledge of 100% of debentures / securities (CCDS / NCDs /
 OCD / other instruments), if any, issued by the Borrower.
 Exclusive charge cum assignment by way of hypothecation to be created on:
 all the rights, titles, interests, benefits, claims and demands whatsoever of the Borrower in the Project Documents duly acknowledged by the relevant counterparties to such Project Documents (If required), all as amended, varied or supplemented from time to tim
 all the rights, titles, and interests, of the Company in, to and under all the Government Approvals / Clearances;
alltherights,titles,interests,benefits,claimsanddemandswhatsoeveroftheCompanyinanyletterofcredit,guaranteesincludingcontractorguarantees,performanceguarantees,bankguaranteesandliquidateddamagesandperformancebondprovidedbyanypartyto
the Project Documents;
 all the rights, titles, interests, benefits, claims and demands whatsoever of the Company, under all Insurance Contracts;
However, the facilities are further secured by
I. Pledge of shares: Exclusive charge by way of Pledge of 30% shares (issued & paid-up equity capital) and quasi-equity instruments.
> Non-Disposable Undertaking (without freeze) on 44% (aggregating to 74% of Borrower Company including pledge) on exclusive basis is proposed. Such Non- Disposable Undertaking (without freeze) will be reduced to 21% after 31.03.2026.
(Borrower shall require to obtain prior written consent before sell / pledge / create charge over unencumbered shares).
Hence, 51% shares of the company shall be attached to the proposed credit facilities (30% by way of pledge and 21% by way of Non-Disposable Undertaking)
DSRA equivalent to Debt Service obligation (Principal plus interest) for One Quarter in the form of Fixed Deposits to be kept in proportionate to the disbursement under lien during the entire currency of the loan. DSRA to be allowed to be replaced by Bank Guarantee.
Assignment by way of hypothecation of receivables under unsecured loans and other instruments (not covered through pledge) infused by the Sponsors / any other Person (and their permitted transferees);
Personal Guarantee: Nil
CorporateGuarantee:ForTermLoanI&Il:CorporateGuaranteeofthePromoterCompanyi.e.M/SCleanMaxEnviroEnergySolutionsLimited(FormerlyknownasCleanMaxEnviroEnergySolutionsPrivateLimited)shallbeavailabletillsecuritycreation/perfection
or 31.03.2026 whichever is later.
However,HoldingCompany/Sponsorcompanytoprovideanirrevocableandunconditionalundertakingasper'PromoterUndertaking'clause:andcommoninfraentityM/HETEnergyTechnologyLLPtoprovideanundertakingasper'CommonInfrastructureProvider
Entity undertaking' (As mentioned under)","6- Month MCLR without SP
and Nil spread. At present
with monthly rests & the
periodly reset from the date
of first disbursement.
e;","Repayable in 64 Instalments payable
quarterly from June, 2025 to March,
2041","3,162.71",-,"3,232.31",-,-
29,"Clean Max Bhoomi Private
Limited3","TheFacility(togetherwithallinterest,liquidateddamages,tees,costs,charges,expenses,andallotheramountsstipulatedandpayabletotheLender)pertainingtotheProjectshallbesecuredontheassetsaslistedbelowonanexclusivechargeinfavourofLender(s)/
security trustee, in a form and manner satisfactory to Lender:
 Exclusive charge by way of mortgage on all immovable assets (freehold / leasehold) of the Borrower, both present and future pertaining to the project;
Exclusivechargebywayofhypothecationoverallthetangiblemovableassets,includingmoveableplantandmachinery,windturbines,solarmodules,machineryspares,toolsandaccessories,furniture,fixtures,vehiclesandallothermoveableassetsoftheBorrower—
pertaining to the project, both present and future;
ExclusivechargeonallcurrentassetsoftheBorrowerrelatedtotheProjectincludingrevenuesandreceivables,thebookdebts,theoperatingcashflowsandallothercommissions,bothpresentandfuture;pertainingtotheproject—Exclusivechargeoverallaccountsof
theBorrower—includingtheDSRA,TrustandRetentionaccount(TRA),EscrowAccountandtheSub-Accounts(oranyaccountinsubstitutionthereof)thatmaybeopenedinaccordancewithTRA(saveandexcepttheDistributionAccount),oranyoftheother
Project Documents and all funds from time to time deposited therein; the Receivables and all Permitted Investments or other securities;
 Exclusive charge by way of hypothecation, on all intangible assets of the Borrower including but not Ltd. to goodwill and undertaking both present and future;
 Exclusive charge by way of pledge of 100% of debentures / securities (CCDS / NCDs /
 OCD / other instruments), if any, issued by the Borrower.
 Exclusive charge cum assignment by way of hypothecation to be created on:
 all the rights, titles, interests, benefits, claims and demands whatsoever of the Borrower in the Project Documents duly acknowledged by the relevant counterparties to such Project Documents (If required), all as amended, varied or supplemented from time to tim
 all the rights, titles, and interests, of the Company in, to and under all the Government Approvals / Clearances;
alltherights,titles,interests,benefits,claimsanddemandswhatsoeveroftheCompanyinanyletterofcredit,guaranteesincludingcontractorguarantees,performanceguarantees,bankguaranteesandliquidateddamagesandperformancebondprovidedbyanypartyto
the Project Documents;
 all the rights, titles, interests, benefits, claims and demands whatsoever of the Company, under all Insurance Contracts;
However, the facilities are further secured by
I. Pledge of shares: Exclusive charge by way of Pledge of 30% shares (issued & paid-up equity capital) and quasi-equity instruments.
> Non-Disposable Undertaking (without freeze) on 44% (aggregating to 74% of Borrower Company including pledge) on exclusive basis is proposed. Such Non- Disposable Undertaking (without freeze) will be reduced to 21% after 31.03.2026.
(Borrower shall require to obtain prior written consent before sell / pledge / create charge over unencumbered shares).
Hence, 51% shares of the company shall be attached to the proposed credit facilities (30% by way of pledge and 21% by way of Non-Disposable Undertaking)
DSRA equivalent to Debt Service obligation (Principal plus interest) for One Quarter in the form of Fixed Deposits to be kept in proportionate to the disbursement under lien during the entire currency of the loan. DSRA to be allowed to be replaced by Bank Guarantee.
Assignment by way of hypothecation of receivables under unsecured loans and other instruments (not covered through pledge) infused by the Sponsors / any other Person (and their permitted transferees);
Personal Guarantee: Nil
CorporateGuarantee:ForTermLoanI&Il:CorporateGuaranteeofthePromoterCompanyi.e.M/SCleanMaxEnviroEnergySolutionsLimited(FormerlyknownasCleanMaxEnviroEnergySolutionsPrivateLimited)shallbeavailabletillsecuritycreation/perfection
or 31.03.2026 whichever is later.
However,HoldingCompany/Sponsorcompanytoprovideanirrevocableandunconditionalundertakingasper'PromoterUndertaking'clause:andcommoninfraentityM/HETEnergyTechnologyLLPtoprovideanundertakingasper'CommonInfrastructureProvider
Entity undertaking' (As mentioned under)","6- Month MCLR without SP
and Nil spread. At present
with monthly rests & the
periodly reset from the date
of first disbursement.
e;","Repayable in 72 Instalments payable
quarterly from June, 2025 to March,
2043",456.70,-,465.12,-,-
30,Clean Max Charge LLP15,"afirstcharge,bywayofmortgage,inaformandmannersatisfactorytotheLenders,onalltheimmovablepropertiesoftheBorrower(includingoverthefreeholdinterest,leaseholdinterestorsub-leaseholdinterestoftheBorrowerinsuchproperties)(includingtheProject
Land) in relation to the Project, both present and future, until the Final Settlement Date;
afirstchargeonallcurrentassetsandallthemovableassetsoftheBorrowerinrelationtotheProject,includingmovableplantandmachinery,machineryspares,toolsandaccessories,furniture,fixtures,vehicles,equipmentandallothermovableassetsoftheBorrowerin
relation to the Project, both present and future, until the Final Settlement Date;
afirstcharge,untiltheFinalSettlementDate,overallAccountsandallotherbankaccountsoftheBorrowerinrelationtotheProjectincludingtheTrustandRetentionAccountandthesub-accountsthereof(includingtheDebtServiceReserveAccountandInverter
MaintenanceReserveAccount(oranyaccountsinsubstitutionthereof)butexcludingtheDistributionAccount)thatmaybeopenedinaccordancewiththisAgreement,theTrustandRetentionAccountAgreementoranyoftheTransactionDocumentsandallfundsfrom
timetotimedepositedthereinandallfundsoftheBorrower,theProjectProceedsandallPermittedInvestments,otherinvestmentsorothersecuritiesoftheBorrowerandonallrevenuesandreceivablesoftheBorrowerinrelationtotheProject,whetherornotdeposited
intheAccounts,thebookdebtsoftheBorrowerinrelationtotheProject,theoperatingcashflowsoftheBorrowerinrelationtotheProjectandallothercommissionsandrevenuesandcashoftheBorrowerinrelationtotheProjectandallinvestmentsoftheBorrowerin
relation to the Project (but excluding the monies lying in the Distribution Account), both present and future;
a first charge on all intangible assets of the Borrower in relation to the Project, if any, including but not limited to goodwill, rights, undertaking and uncalled capital of the Borrower, both present and future, until the Final Settlement Date;
afirstchargeandassignment,bywayofsecurity,untiltheFinalSettlementDate,in(i)alltherights,title,interests,benefits,claimsanddemandswhatsoeveroftheBorrowerintheProjectDocuments(includingthePPA),bothpresentandfuture;(ii)therights,title,
interestsandbenefitsoftheBorrowerin,toandunderalltheClearances,bothpresentandfuture;(iii)alltherights,title,interests,benefits,claimsanddemandswhatsoeveroftheBorrowerinanyletterofcredit,guarantee(includingcontractorguaranteesandperformance
guarantees),modulewarrantyandliquidateddamages(includingContractualDamages)andperformancebondprovidedbyanyProjectParticipant,bothpresentandfuture;and(iv)alltherights,title,interests,benefits,claimsanddemandswhatsoeveroftheBorrower
under all Insurance Contracts, both present and future;
a pledge of the Pledged Securities by the Pledgor until the Final Settlement Date; and
anunconditionalandirrevocablecorporateguaranteeprovidedbythePromotertilltheCorporateGuaranteeEndDate(the""CorporateGuarantee""),itisherebyclarifiedthatintheeventtheGuaranteeConditionsarenottested(asperthetimeperiodmentionedbelow),the
said Guarantee Conditions are not complied with by the Corporate Guarantee End Date, then notwithstanding anything to the contrary contained herein, the Corporate Guarantee End Date shall be extended until satisfaction of the Guarantee Conditions.","Applicable rate of interest on
this Facility is fully floating
interest rate payable monthly
linked
to Lender's Long term
Reference Rate (LTRR) +
Spread of -ve 10.40%.","Repayment of the facility in 75 structured
quarterly instalments
starting from September 2026 to
March 2045.",87.50,-,-,-,-
