"Sr.
No.",From,To,Terms of arrangement,"Fixed/
Floating",Rate of interest,Tenure,Amount
250,"Clean Max Enviro Energy
Solutions Limited","Clean Max Indus Private
Limited","Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Interest
ontheFacilitytotheLenderonanannualbasisontheLastBusinessDayoftherelevantyearorasmutually
agreedbetweentheParties(the""InterestPaymentDate"").Interestshallbenon-cumulativeinnatureandshall
bepaidbytheBorrowersubjecttoavailabilityofcashflowandapprovaloftheapplicableseniorlenderif
requiredbytheseniorlender.Innoeventshallthecompoundingofinterestorrepaymentamountbepermitted
under this Agreement.",Fixed,10%,20 years,50.00
251,"Clean Max Enviro Energy
Solutions Limited",Clean Max Urjit LLP,"Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Interest
ontheFacilitytotheLenderonanannualbasisontheLastBusinessDayoftherelevantyearorasmutually
agreedbetweentheParties(the""InterestPaymentDate"").Interestshallbenon-cumulativeinnatureandshall
bepaidbytheBorrowersubjecttoavailabilityofcashflowandapprovaloftheapplicableseniorlenderif
requiredbytheseniorlender.Innoeventshallthecompoundingofinterestorrepaymentamountbepermitted
under this Agreement.",Fixed,10%,20 years,20.00
252,"Clean Max Enviro Energy
Solutions Limited","Clean Max Alps Private
Limited.","Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Interest
ontheFacilitytotheLenderonanannualbasisontheLastBusinessDayoftherelevantyearorasmutually
agreedbetweentheParties(the""InterestPaymentDate"").Interestshallbenon-cumulativeinnatureandshall
bepaidbytheBorrowersubjecttoavailabilityofcashflowandapprovaloftheapplicableseniorlenderif
requiredbytheseniorlender.Innoeventshallthecompoundingofinterestorrepaymentamountbepermitted
under this Agreement.",Fixed,10%,20 years,50.00
253,"Clean Max Enviro Energy
Solutions Limited",Clean Max Apollo Power LLP,"Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Interest
ontheFacilitytotheLenderonanannualbasisontheLastBusinessDayoftherelevantyearorasmutually
agreedbetweentheParties(the""InterestPaymentDate"").Interestshallbenon-cumulativeinnatureandshall
bepaidbytheBorrowersubjecttoavailabilityofcashflowandapprovaloftheapplicableseniorlenderif
requiredbytheseniorlender.Innoeventshallthecompoundingofinterestorrepaymentamountbepermitted
under this Agreement.",Fixed,10%,20 years,20.00
254,"Clean Max Enviro Energy
Solutions Limited","Downing Gridco Private
Limited","Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Interest
ontheFacilitytotheLenderonanannualbasisontheLastBusinessDayoftherelevantyearorasmutually
agreedbetweentheParties(the""InterestPaymentDate"").Interestshallbenon-cumulativeinnatureandshall
bepaidbytheBorrowersubjecttoavailabilityofcashflowandapprovaloftheapplicableseniorlenderif
requiredbytheseniorlender.Innoeventshallthecompoundingofinterestorrepaymentamountbepermitted
under this Agreement.",Fixed,10%,20 years,50.00
255,"Clean Max Enviro Energy
Solutions Limited",Clean Max Venus Power LLP,"Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Interest
ontheFacilitytotheLenderonanannualbasisontheLastBusinessDayoftherelevantyearorasmutually
agreedbetweentheParties(the""InterestPaymentDate"").Interestshallbenon-cumulativeinnatureandshall
bepaidbytheBorrowersubjecttoavailabilityofcashflowandapprovaloftheapplicableseniorlenderif
requiredbytheseniorlender.Innoeventshallthecompoundingofinterestorrepaymentamountbepermitted
under this Agreement.",Fixed,10%,20 years,10.00
