"Sr.
No.",From,To,Terms of arrangement,"Fixed/
Floating",Rate of interest,Tenure,Amount
20,"Clean Max Enviro Energy
Solutions Limited","VEH Green Energy Private
Limited","Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Interest
ontheFacilitytotheLenderonanannualbasisontheLastBusinessDayoftherelevantyearorasmutually
agreedbetweentheParties(the""InterestPaymentDate"").Interestshallbenon-cumulativeinnatureandshall
bepaidbytheBorrowersubjecttoavailabilityofcashflowandapprovaloftheapplicableseniorlenderif
requiredbytheseniorlender.Innoeventshallthecompoundingofinterestorrepaymentamountbepermitted
underthisAgreement.TheFacilityshallhavea moratoriumperiod of1 yearfromtheExecution Dateand
interest will not be applicable during that period.",Fixed,10%,20 years,56.53
21,"Clean Max Enviro Energy
Solutions Limited",Clean Max Deneb Power LLP,"Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Accrued
interestontheFacilityshallbepaidtotheLenderonanannualbasisonthelastbusinessdayoftherelevant
year or as mutually agreed between the Parties (the “Interest Payment Date”). In no event shall the
compounding of interest or repayment amount be permitted under this Agreement.",Fixed,10%,20 years,200.00
22,"Clean Max Enviro Energy
Solutions Limited",Clean Max Vega Power LLP,"Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Interest
ontheFacilitytotheLenderonanannualbasisontheLastBusinessDayoftherelevantyearorasmutually
agreedbetweentheParties(the""InterestPaymentDate"").Interestshallbenon-cumulativeinnatureandshall
bepaidbytheBorrowersubjecttoavailabilityofcashflowandapprovaloftheapplicableseniorlenderif
requiredbytheseniorlender.Innoeventshallthecompoundingofinterestorrepaymentamountbepermitted
under this Agreement.",Fixed,10%,20 years,280.00
23,"Clean Max Enviro Energy
Solutions Limited",Clean Max Auriga Power LLP,"Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Accrued
interestontheFacilityshallbepaidtotheLenderonanannualbasisonthelastbusinessdayoftherelevant
year or as mutually agreed between the Parties (the “Interest Payment Date”). In no event shall the
compounding of interest or repayment amount be permitted under this Agreement.",Fixed,10%,20 years,189.50
24,"Clean Max Enviro Energy
Solutions Limited","Clean Max Scorpius Power
LLP","Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Accrued
interestontheFacilityshallbepaidtotheLenderonanannualbasisonthelastbusinessdayoftherelevant
year or as mutually agreed between the Parties (the “Interest Payment Date”). In no event shall the
compounding of interest or repayment amount be permitted under this Agreement.
AnAmendmentdated10thDecember2022toagreementwasmade.Aspertheamendmentthefacilityamount
was increased from 133 million to 250 million.",Fixed,10%,20 years,250.00
25,"Clean Max Enviro Energy
Solutions Limited",Clean Max Vital Energy LLP,"Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Accrued
interestontheFacilityshallbepaidtotheLenderonanannualbasisonthelastbusinessdayoftherelevant
year or as mutually agreed between the Parties (the “Interest Payment Date”). In no event shall the
compounding of interest or repayment amount be permitted under this Agreement.",Fixed,10%,20 years,143.50
26,"Clean Max Enviro Energy
Solutions Limited",Clean Max Power 3 LLP,"Repaymentinoneormoretranches,withoutanyprepaymentpremium,atanytimewithinthetenure.Accrued
interestontheFacilityshallbepaidtotheLenderonanquarterlybasisonthelastbusinessdayoftherelevant
month (the “Interest Payment Date”).
AnAmendmentdated10thDecember2022toagreementwasmade.Aspertheamendmentthefacilityamount
was increased from 266 million to 699.90 million.",Fixed,10%,15 years,699.60
