Particulars,Gross Block,"Accumulated
Depreciation",Net Block
"As at 30 June 2025 :
Buildings
As at 31 March 2025 :
Buildings
As at 31 March 2024 :
Buildings
As at 31st March 2023 :
Buildings","116.91
116.91
99.13
93.29","72.32
65.79
42.45
20.46","44.59
51.13
56.68
72.83"
