Particulars,As at and for the three-month,As at and for,,
,"period ended June 30, 2025",Fiscal 2025,Fiscal 2024,Fiscal 2023
Basic earnings per share (in ₹)(1) (3),3.99*,11.97,6.57,4.68
Diluted earnings per share (in ₹)(2) (3),3.99*,11.97,6.57,4.68
Return on Net Worth (in %)(4),7.06%,22.77%,16.17%,13.74%
Net asset value per Equity Share (in ₹)(5),56.58,52.54,40.65,34.08
PAT (₹ in million),226.81,679.88,373.50,266.13
EBITDA (₹ in million)(7),402.83,"1,225.34",714.63,499.00
